,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,BLOCK,,,,LOT,,
11201,,,198,,,,,COURT,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,302,,,,,40,,

11201,,,200,,,,,COURT,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,302,,,,,41,,

11201,,,213,,,,,COURT,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,390,,,,,5,,

11201,,,240,,,,,COURT,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,312,,,,,32,,

11201,,,15,,,,,CRANBERRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,,,214,,,,,23,,

11201,,,80,,,,,CRANBERRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,221,,,,,20,,

11201,,,2 TO 4,,,,,DEAN,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,280,,,,,23,,

11201,,,16,,,,,DEAN,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,280,,,,,27,,

11201,,,7,,,,,DEKALB,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,149,,,,,7501,,

11201,,,74 TO 82,,,,,DEKALB,,,,,,,AVE,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2094,,,,,10,,

11201,,,14,,,,,DUFFIELD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (16),,,108,,,,,19,,

11201,,,43,,,,,DUFFIELD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,121,,,,,15,,

11201,,,49,,,,,DUFFIELD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (1-15),,,121,,,,,12,,

11201,,,237 TO 243,,,,,DUFFIELD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,146,,,,,7,,

11201,,,81 TO 95,,,,,FLATBUSHAVENUE,,,,,,,EXT,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,120,,,,,45,,

11201,,,81,,,,,FLEET,,,,,,,PL,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,421-A (1-15),,,2061,,,,,110,,

11201,,,86,,,,,FLEET,,,,,,,PL,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2061,,,,,7501,,

11201,,,126,,,,,FRONT,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,53,,,,,9,,

11201,,,177 TO 183,,,,,FRONT,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,41,,,,,42,,

11201,,,195 TO 215,,,,,FRONT,,,,,,,ST,,,,206 TO 220,,,,WATER,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,41,,,,,17,,

11201,,,540,,,,,FULTON,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,161,,,,,18,,

11201,,,8,,,,,GARDEN,,,,,,,PL,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,261,,,,,30,,

11201,,,49,,,,,GARDEN,,,,,,,PL,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,262,,,,,8,,

11201,,,68 TO 86,,,,,GOLD,,,,,,,ST,,,,276,,,,WATER,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,42,,,,,24,,

11201,,,89 TO 107,,,,,GOLD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,56,,,,,3,,

11201,,,109,,,,,GOLD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,56,,,,,2,,

11201,,,235 TO 263,,,,,GOLD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,122,,,,,13,,

11201,,,248 TO 268,,,,,GOLD,,,,,,,ST,,,,155,,,,TILLARY,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,121,,,,,3,,

11201,,,277,,,,,GOLD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,122,,,,,5,,

11201,,,309,,,,,GOLD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,134,,,,,1,,

11201,,,329 TO 345,,,,,GOLD,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2049,,,,,2,,

11201,,,2 TO 30,,,,,GRACE,,,,,,,CT,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,252,,,,,8,,

11201,,,19 TO 21,,,,,GRACE,,,,,,,CT,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,251,,,,,55,,

11201,,,46,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,216,,,,,31,,

11201,,,62,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,221,,,,,27,,

11201,,,84,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,226,,,,,28,,

11201,,,92 TO 106,,,,,HENRY,,,,,,,ST,,,,51,,,,CLARK,,,,ST,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,231,,,,,1,,

11201,,,114 TO 116,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,236,,,,,116,,

11201,,,115,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,237,,,,,37,,

11201,,,117,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,36,,

11201,,,121,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,34,,

11201,,,133,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,29,,

11201,,,140,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,236,,,,,129,,

11201,,,142,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,236,,,,,130,,

11201,,,144,,,,,HENRY,,,,,,,ST,,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,236,,,,,131,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page3of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,,BLOCK,,,,LOT,,

11201,,,145,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,20,,

11201,,,152,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,,236,,,,135,,

11201,,,252,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,262,,,,40,,

11201,,,256,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,262,,,,42,,

11201,,,268,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,262,,,,48,,

11201,,,272,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,262,,,,50,,

11201,,,277,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,263,,,,19,,

11201,,,279,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,263,,,,18,,

11201,,,287,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,263,,,,13,,

11201,,,296,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,274,,,,42,,

11201,,,316,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,284,,,,25,,

11201,,,327,,,,HENRY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,285,,,,4,,

11201,,,42,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,210,,,,16,,

11201,,,43,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,216,,,,9,,

11201,,,44,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,210,,,,17,,

11201,,,47,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,216,,,,6,,

11201,,,85,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,226,,,,7,,

11201,,,89,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,226,,,,4,,

11201,,,93,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,226,,,,3,,

11201,,,104,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,230,,,,11,,

11201,,,106,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,230,,,,12,,

11201,,,111,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,231,,,,19,,

11201,,,136,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,235,,,,46,,

11201,,,150,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,235,,,,56,,

11201,,,158,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,235,,,,61,,

11201,,,167,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,236,,,,82,,

11201,,,168,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,235,,,,66,,

11201,,,195,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,242,,,,18,,

11201,,,205,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,242,,,,7501,,

11201,,,222,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,247,,,,1,,

11201,,,260,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,252,,,,37,,

11201,,,315,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,261,,,,1,,

11201,,,317,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,274,,,,25,,

11201,,,414,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,304,,,,7501,,

11201,,,417 TO 431,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,305,,,,1,,

11201,,,428,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-G,,,,,,,,,309,,,,22,,

11201,,,439 TO 445,,,,HICKS,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,310,,,,3,,

11201,,,35 TO 51,,,,HOYT,,,,,,ST,,,210,,,,LIVINGSTON,,,,,ST,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,,165,,,,1,,

11201,,,57,,,,JAY,,,,,,ST,,,178,,,,WATER,,,,,ST,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,41,,,,7,,

11201,,,365,,,,JAY,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,ARTICLES 14 & 15,,,147,,,,2,,

11201,,,20 TO 28,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,258,,,,17,,

11201,,,30,,,,JORALEMON,,,,,,ST,,,2-6,,,,COLUMBIA,,,,,PL,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,258,,,,17,,

11201,,,57,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,252,,,,47,,

11201,,,80,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,261,,,,23,,

11201,,,87,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,253,,,,14,,

11201,,,99,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,253,,,,7,,

11201,,,103,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,253,,,,6,,

11201,,,109,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,253,,,,3,,

11201,,,129,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,254,,,,15,,

11201,,,131,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,254,,,,13,,

11201,,,138,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,264,,,,13,,

11201,,,139,,,,JORALEMON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,254,,,,10,,

11201,,,107 TO 117,,,,LAWRENCE,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,148,,,,1,,

11201,,,144,,,,LAWRENCE,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,151,,,,34,,

11201,,,146 TO 148,,,,LAWRENCE,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,151,,,,35,,

11201,,,34,,,,LIVINGSTON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,29,,

11201,,,48,,,,LIVINGSTON,,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,36,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page4of 284,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofBrooklynBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,,STATUS3,,,BLOCK,,,,,LOT,,

11201,,,54,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,,39,,

11201,,,56,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,,39,,

11201,,,59,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,265,,,,,6,,

11201,,,62,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,,39,,

11201,,,64,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,,43,,

11201,,,66,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,268,,,,,44,,

11201,,,85,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,266,,,,,12,,

11201,,,86 TO 88,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,269,,,,,33,,

11201,,,204,,,,,LIVINGSTON,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,164,,,,,34,,

11201,,,234 TO 238,,,,,LIVINGSTON,,,,,ST,,,,225,,,,SCHERMERHORN,,,,ST,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,421-A (1-15),,,165,,,,,7501,,

11201,,,32,,,,,MIDDAGH,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,215,,,,,8,,

11201,,,68,,,,,MIDDAGH,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,216,,,,,19,,

11201,,,70,,,,,MIDDAGH,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,216,,,,,20,,

11201,,,17,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,51,,

11201,,,20,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,238,,,,,29,,

11201,,,23 TO 25,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,54,,

11201,,,29,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,58,,

11201,,,30,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,238,,,,,24,,

11201,,,33,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,237,,,,,60,,

11201,,,34,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,238,,,,,21,,

11201,,,36,,,,,MONROE,,,,,PL,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,238,,,,,20,,

11201,,,6,,,,,MONTAGUE,,,,,TER,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,208,,,,,506,,

11201,,,7,,,,,MONTAGUE,,,,,TER,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,247,,,,,19,,

11201,,,9,,,,,MONTAGUE,,,,,TER,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,247,,,,,18,,

11201,,,63,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,241,,,,,11,,

11201,,,65 TO 69,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,241,,,,,8,,

11201,,,66,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,247,,,,,27,,

11201,,,68 TO 74,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,247,,,,,28,,

11201,,,107,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,242,,,,,11,,

11201,,,110,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,248,,,,,29,,

11201,,,111 TO 113,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,242,,,,,8,,

11201,,,115 TO 117,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,242,,,,,6,,

11201,,,118,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,248,,,,,33,,

11201,,,119,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,242,,,,,5,,

11201,,,120,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,248,,,,,34,,

11201,,,128,,,,,MONTAGUE,,,,,ST,,,,,,,,,,,,,,,61,,,BROOKLYN,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,249,,,,,25,,

